id,cost_code,aircraft_code,year,scenario,rate_value,rate_unit,source_name,source_url,notes,date_added
236,DD4,DH8Q,2023,high,68.0,AUD_per_departure_delay_minute,Airport gate holding charges — YSSY and YMML slot constraints,https://www.airservicesaustralia.com,Significant at Sydney and Melbourne only x cause weight 0.85,2026-05-09
237,DD7,DH8Q,2023,high,7.4,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,0.5 downstream delay minutes per primary minute x cause weight 0.27 airline-caused only,2026-05-09
238,DD8,DH8Q,2023,high,146.52,AUD_per_recovery_sector,Boeing 737 Performance Manual — fuel burn increase at recovery cruise speed approximately 8-12 percent,https://www.boeing.com/commercial/737ng,10% fuel burn increase at recovery cruise speed 1100 lph x 10% x 1.2 hrs x AUD $1.11/L Applies only to airlines where arrivals_delayed < departures_delayed,2026-05-09
239,DA5,DH8Q,2023,high,0.78,AUD_per_arrival_delay_minute_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr / 60 = $0.7833/min per passenger SOCIAL COST — not carrier cash cost Applies to arrivals_delayed count,2026-05-09
241,C1,ATR7,2023,low,328.92,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Opportunity cost — lease/depreciation 25% of cycle cost pro-rated by proportion incurred before cancellation,2026-05-09
242,C2,ATR7,2023,low,336.0,AUD_per_cancelled_sector,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Captain + FO combined AUD 280/hr x 1.2 hrs sector duration,2026-05-09
243,C3,ATR7,2023,low,45.6,AUD_per_cancelled_sector,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $38/hr transport sector AWE x 1 cabin crew x 1.2 hrs,2026-05-09
244,C4,ATR7,2023,low,263.13,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground ops 20% of cycle cost — already mobilised at gate,2026-05-09
245,C5,ATR7,2023,low,350.84,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Airport charges 8% of cycle cost — committed regardless,2026-05-09
246,C6,ATR7,2023,low,8.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,15 mins reservations staff at AUD $32/hr per passenger,2026-05-09
247,C7,ATR7,2023,low,50.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Low=own seat available Base=discounted competitor High=full fare competitor,2026-05-09
248,C8,ATR7,2023,low,15.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Voluntary airline policy — no mandatory AU compensation,2026-05-09
249,C9,ATR7,2023,low,0.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Hotel AUD $180/night x 15% overnight trigger rate,2026-05-09
250,C10,ATR7,2023,low,94.0,AUD_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr x 2.0 hrs wait for next available flight — SOCIAL COST not carrier cash cost,2026-05-09
251,C11,ATR7,2023,low,710.46,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Reactionary multiplier 1.8 downstream sectors at 30% cost propagation — EUROCONTROL,2026-05-09
252,C12,ATR7,2023,low,150.0,AUD_per_cancelled_sector,Industry estimate domestic cargo rerouting,https://www.bitre.gov.au/statistics/aviation/domestic,Minor cost item — cargo secondary on domestic routes,2026-05-09
253,DD1,ATR7,2023,low,3.15,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,At-gate fuel burn 20% of cruise rate 850 lph x AUD $1.11/L x cause weight 1.0,2026-05-09
254,DD2,ATR7,2023,low,0.0,AUD_per_departure_delay_minute,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,50% base / 80% high of delay minutes trigger overtime x cause weight 0.73 controllable delays only,2026-05-09
255,DD3,ATR7,2023,low,4.86,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground handling 15% of per-minute cost x cause weight 0.73 controllable delays only,2026-05-09
256,DD4,ATR7,2023,low,0.0,AUD_per_departure_delay_minute,Airport gate holding charges — YSSY and YMML slot constraints,https://www.airservicesaustralia.com,Significant at Sydney and Melbourne only x cause weight 0.85,2026-05-09
257,DD7,ATR7,2023,low,5.99,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,0.5 downstream delay minutes per primary minute x cause weight 0.27 airline-caused only,2026-05-09
258,DD8,ATR7,2023,low,113.22,AUD_per_recovery_sector,Boeing 737 Performance Manual — fuel burn increase at recovery cruise speed approximately 8-12 percent,https://www.boeing.com/commercial/737ng,10% fuel burn increase at recovery cruise speed 850 lph x 10% x 1.2 hrs x AUD $1.11/L Applies only to airlines where arrivals_delayed < departures_delayed,2026-05-09
259,DA5,ATR7,2023,low,0.78,AUD_per_arrival_delay_minute_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr / 60 = $0.7833/min per passenger SOCIAL COST — not carrier cash cost Applies to arrivals_delayed count,2026-05-09
261,C1,ATR7,2023,base,438.55,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Opportunity cost — lease/depreciation 25% of cycle cost pro-rated by proportion incurred before cancellation,2026-05-09
262,C2,ATR7,2023,base,336.0,AUD_per_cancelled_sector,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Captain + FO combined AUD 280/hr x 1.2 hrs sector duration,2026-05-09
263,C3,ATR7,2023,base,45.6,AUD_per_cancelled_sector,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $38/hr transport sector AWE x 1 cabin crew x 1.2 hrs,2026-05-09
264,C4,ATR7,2023,base,350.84,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground ops 20% of cycle cost — already mobilised at gate,2026-05-09
265,C5,ATR7,2023,base,350.84,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Airport charges 8% of cycle cost — committed regardless,2026-05-09
266,C6,ATR7,2023,base,8.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,15 mins reservations staff at AUD $32/hr per passenger,2026-05-09
267,C7,ATR7,2023,base,150.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Low=own seat available Base=discounted competitor High=full fare competitor,2026-05-09
268,C8,ATR7,2023,base,25.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Voluntary airline policy — no mandatory AU compensation,2026-05-09
269,C9,ATR7,2023,base,27.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Hotel AUD $180/night x 15% overnight trigger rate,2026-05-09
270,C10,ATR7,2023,base,188.0,AUD_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr x 4.0 hrs wait for next available flight — SOCIAL COST not carrier cash cost,2026-05-09
271,C11,ATR7,2023,base,947.28,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Reactionary multiplier 1.8 downstream sectors at 30% cost propagation — EUROCONTROL,2026-05-09
272,C12,ATR7,2023,base,250.0,AUD_per_cancelled_sector,Industry estimate domestic cargo rerouting,https://www.bitre.gov.au/statistics/aviation/domestic,Minor cost item — cargo secondary on domestic routes,2026-05-09
273,DD1,ATR7,2023,base,3.15,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,At-gate fuel burn 20% of cruise rate 850 lph x AUD $1.11/L x cause weight 1.0,2026-05-09
274,DD2,ATR7,2023,base,1.7,AUD_per_departure_delay_minute,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,50% base / 80% high of delay minutes trigger overtime x cause weight 0.73 controllable delays only,2026-05-09
275,DD3,ATR7,2023,base,4.86,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground handling 15% of per-minute cost x cause weight 0.73 controllable delays only,2026-05-09
276,DD4,ATR7,2023,base,21.25,AUD_per_departure_delay_minute,Airport gate holding charges — YSSY and YMML slot constraints,https://www.airservicesaustralia.com,Significant at Sydney and Melbourne only x cause weight 0.85,2026-05-09
277,DD7,ATR7,2023,base,5.99,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,0.5 downstream delay minutes per primary minute x cause weight 0.27 airline-caused only,2026-05-09
278,DD8,ATR7,2023,base,113.22,AUD_per_recovery_sector,Boeing 737 Performance Manual — fuel burn increase at recovery cruise speed approximately 8-12 percent,https://www.boeing.com/commercial/737ng,10% fuel burn increase at recovery cruise speed 850 lph x 10% x 1.2 hrs x AUD $1.11/L Applies only to airlines where arrivals_delayed < departures_delayed,2026-05-09
279,DA5,ATR7,2023,base,0.78,AUD_per_arrival_delay_minute_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr / 60 = $0.7833/min per passenger SOCIAL COST — not carrier cash cost Applies to arrivals_delayed count,2026-05-09
281,C1,ATR7,2023,high,603.01,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Opportunity cost — lease/depreciation 25% of cycle cost pro-rated by proportion incurred before cancellation,2026-05-09
282,C2,ATR7,2023,high,336.0,AUD_per_cancelled_sector,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Captain + FO combined AUD 280/hr x 1.2 hrs sector duration,2026-05-09
283,C3,ATR7,2023,high,45.6,AUD_per_cancelled_sector,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $38/hr transport sector AWE x 1 cabin crew x 1.2 hrs,2026-05-09
284,C4,ATR7,2023,high,482.41,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground ops 20% of cycle cost — already mobilised at gate,2026-05-09
285,C5,ATR7,2023,high,350.84,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Airport charges 8% of cycle cost — committed regardless,2026-05-09
286,C6,ATR7,2023,high,8.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,15 mins reservations staff at AUD $32/hr per passenger,2026-05-09
287,C7,ATR7,2023,high,350.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Low=own seat available Base=discounted competitor High=full fare competitor,2026-05-09
288,C8,ATR7,2023,high,40.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Voluntary airline policy — no mandatory AU compensation,2026-05-09
289,C9,ATR7,2023,high,54.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Hotel AUD $180/night x 15% overnight trigger rate,2026-05-09
290,C10,ATR7,2023,high,376.0,AUD_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr x 8.0 hrs wait for next available flight — SOCIAL COST not carrier cash cost,2026-05-09
291,C11,ATR7,2023,high,1302.51,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Reactionary multiplier 1.8 downstream sectors at 30% cost propagation — EUROCONTROL,2026-05-09
292,C12,ATR7,2023,high,500.0,AUD_per_cancelled_sector,Industry estimate domestic cargo rerouting,https://www.bitre.gov.au/statistics/aviation/domestic,Minor cost item — cargo secondary on domestic routes,2026-05-09
293,DD1,ATR7,2023,high,3.15,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,At-gate fuel burn 20% of cruise rate 850 lph x AUD $1.11/L x cause weight 1.0,2026-05-09
294,DD2,ATR7,2023,high,2.73,AUD_per_departure_delay_minute,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,50% base / 80% high of delay minutes trigger overtime x cause weight 0.73 controllable delays only,2026-05-09
295,DD3,ATR7,2023,high,4.86,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground handling 15% of per-minute cost x cause weight 0.73 controllable delays only,2026-05-09
296,DD4,ATR7,2023,high,68.0,AUD_per_departure_delay_minute,Airport gate holding charges — YSSY and YMML slot constraints,https://www.airservicesaustralia.com,Significant at Sydney and Melbourne only x cause weight 0.85,2026-05-09
297,DD7,ATR7,2023,high,5.99,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,0.5 downstream delay minutes per primary minute x cause weight 0.27 airline-caused only,2026-05-09
298,DD8,ATR7,2023,high,113.22,AUD_per_recovery_sector,Boeing 737 Performance Manual — fuel burn increase at recovery cruise speed approximately 8-12 percent,https://www.boeing.com/commercial/737ng,10% fuel burn increase at recovery cruise speed 850 lph x 10% x 1.2 hrs x AUD $1.11/L Applies only to airlines where arrivals_delayed < departures_delayed,2026-05-09
299,DA5,ATR7,2023,high,0.78,AUD_per_arrival_delay_minute_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr / 60 = $0.7833/min per passenger SOCIAL COST — not carrier cash cost Applies to arrivals_delayed count,2026-05-09
301,C1,SB34,2023,low,164.46,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Opportunity cost — lease/depreciation 25% of cycle cost pro-rated by proportion incurred before cancellation,2026-05-09
302,C2,SB34,2023,low,220.0,AUD_per_cancelled_sector,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Captain + FO combined AUD 220/hr x 1.0 hrs sector duration,2026-05-09
303,C3,SB34,2023,low,38.0,AUD_per_cancelled_sector,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $38/hr transport sector AWE x 1 cabin crew x 1.0 hrs,2026-05-09
304,C4,SB34,2023,low,131.57,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground ops 20% of cycle cost — already mobilised at gate,2026-05-09
305,C5,SB34,2023,low,175.42,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Airport charges 8% of cycle cost — committed regardless,2026-05-09
306,C6,SB34,2023,low,8.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,15 mins reservations staff at AUD $32/hr per passenger,2026-05-09
307,C7,SB34,2023,low,50.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Low=own seat available Base=discounted competitor High=full fare competitor,2026-05-09
308,C8,SB34,2023,low,15.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Voluntary airline policy — no mandatory AU compensation,2026-05-09
309,C9,SB34,2023,low,0.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Hotel AUD $180/night x 15% overnight trigger rate,2026-05-09
310,C10,SB34,2023,low,94.0,AUD_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr x 2.0 hrs wait for next available flight — SOCIAL COST not carrier cash cost,2026-05-09
311,C11,SB34,2023,low,355.23,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Reactionary multiplier 1.8 downstream sectors at 30% cost propagation — EUROCONTROL,2026-05-09
312,C12,SB34,2023,low,150.0,AUD_per_cancelled_sector,Industry estimate domestic cargo rerouting,https://www.bitre.gov.au/statistics/aviation/domestic,Minor cost item — cargo secondary on domestic routes,2026-05-09
313,DD1,SB34,2023,low,1.92,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,At-gate fuel burn 20% of cruise rate 520 lph x AUD $1.11/L x cause weight 1.0,2026-05-09
314,DD2,SB34,2023,low,0.0,AUD_per_departure_delay_minute,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,50% base / 80% high of delay minutes trigger overtime x cause weight 0.73 controllable delays only,2026-05-09
315,DD3,SB34,2023,low,2.57,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground handling 15% of per-minute cost x cause weight 0.73 controllable delays only,2026-05-09
316,DD4,SB34,2023,low,0.0,AUD_per_departure_delay_minute,Airport gate holding charges — YSSY and YMML slot constraints,https://www.airservicesaustralia.com,Significant at Sydney and Melbourne only x cause weight 0.85,2026-05-09
317,DD7,SB34,2023,low,3.17,AUD_per_departure_delay_minute,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,0.5 downstream delay minutes per primary minute x cause weight 0.27 airline-caused only,2026-05-09
318,DD8,SB34,2023,low,57.72,AUD_per_recovery_sector,Boeing 737 Performance Manual — fuel burn increase at recovery cruise speed approximately 8-12 percent,https://www.boeing.com/commercial/737ng,10% fuel burn increase at recovery cruise speed 520 lph x 10% x 1.0 hrs x AUD $1.11/L Applies only to airlines where arrivals_delayed < departures_delayed,2026-05-09
319,DA5,SB34,2023,low,0.78,AUD_per_arrival_delay_minute_per_passenger,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $47.0/hr / 60 = $0.7833/min per passenger SOCIAL COST — not carrier cash cost Applies to arrivals_delayed count,2026-05-09
321,C1,SB34,2023,base,219.28,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Opportunity cost — lease/depreciation 25% of cycle cost pro-rated by proportion incurred before cancellation,2026-05-09
322,C2,SB34,2023,base,220.0,AUD_per_cancelled_sector,Fair Work Commission Qantas Short Haul EA 2024 Captain AUD 200k-300k FO AUD 111k-168k,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Captain + FO combined AUD 220/hr x 1.0 hrs sector duration,2026-05-09
323,C3,SB34,2023,base,38.0,AUD_per_cancelled_sector,ABS Average Weekly Earnings Cat 6302.0,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,AUD $38/hr transport sector AWE x 1 cabin crew x 1.0 hrs,2026-05-09
324,C4,SB34,2023,base,175.42,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Ground ops 20% of cycle cost — already mobilised at gate,2026-05-09
325,C5,SB34,2023,base,175.42,AUD_per_cancelled_sector,EUROCONTROL Standard Inputs Ed 10.0 2024 Table 12.1 IATA ACMG data USD 2022 converted to AUD,https://ansperformance.eu/economics/cba/standard-inputs/v10.0.0/chapters/aircraft_operating_costs.html,Airport charges 8% of cycle cost — committed regardless,2026-05-09
326,C6,SB34,2023,base,8.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,15 mins reservations staff at AUD $32/hr per passenger,2026-05-09
327,C7,SB34,2023,base,150.0,AUD_per_passenger,Australian Consumer Law + Qantas Conditions of Carriage 2024 Note: Australia has no mandatory compensation framework,https://www.abs.gov.au/statistics/labour/earnings-and-working-conditions/average-weekly-earnings-australia/latest-release,Low=own seat available Base=discounted competitor High=full fare competitor,2026-05-09
